cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
10436553,Computationally efficient Gauss–Newton reinforcement learning for model predictive control,2026,Academic article,Computers and Chemical Engineering,https://doi.org/10.1016/j.compchemeng.2026.109605,"Regulering, MPC og estimering; Læringsbasert kontroll og RL",Dean Brandner; Sebastien Nicolas Gros; Sergio Lucia,3,Sebastien Nicolas Gros,
10347840,Third Update to Scientific Applications of Uncrewed Vehicles in Svalbard (UAV Svalbard 4),2026,Academic chapter/article/Conference paper,,https://doi.org/10.5281/ZENODO.17832158,Droner og luftfartøy,Richard Hann; Konrad Bärfuss; Peter Betlem; Marek Ewertowski; Leonard Florian Tom Günzel; Marius Opsanger Jonassen,10,Leonard Florian Tom Günzel; Rune Storvold; Richard Hann,NFR; NFR
10455338,UAV Icing at Low Reynolds Numbers: RG-15 Airfoil Drag Increase Prediction Based on Batch-Automated CFD Simulations,2026,Academic article,Journal of Aerospace Engineering,https://doi.org/10.1061/JAEEEZ.ASENG-6806,Droner og luftfartøy,Joachim Wallisch; Markus Jürgen Lindner; Kasper Trolle Borup; Richard Hann,4,Joachim Wallisch; Markus Jürgen Lindner; Richard Hann,
10429683,UAV Icing: Experimental Characterization of the Performance Impact of Ice Accretion on a Propeller,2026,Academic article,Drones,https://doi.org/10.3390/drones10030166,Marin autonomi og fartøy; Droner og luftfartøy,Nicolas Carlo Müller; Eric Villeneuve; Richard Hann,3,Nicolas Carlo Müller; Richard Hann,
10457511,UAV Icing: Operational Risk Management of Icing Conditions for Beyond Visual Line of Sight (BVLOS) Missions,2026,Academic chapter/article/Conference paper,,https://doi.org/10.2514/6.2026-4281,"Droner og luftfartøy; Datasyn; Sikkerhet, verifisering og risiko",Richard Hann,1,Richard Hann,NFR
10436173,Towards Robust Optimization-Based Autonomous Dynamic Soaring With a Fixed-Wing UAV,2026,Academic article,IEEE Robotics and Automation Letters,https://doi.org/10.1109/LRA.2026.3685929,"Droner og luftfartøy; Digital tvilling, produksjon og industri 4.0",Marvin Chayton Harms; Jaeyoung Lim; David Rohr; Friedrich Rockenbauer; Nicholas Lawrance; Roland Siegwart,6,Marvin Chayton Harms,
10313942,Self-Tuning Kalman Filter for Fault Estimation of Nonlinear Systems,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1109/cdc57313.2025.11312946,"Regulering, MPC og estimering",Muhammad Hilmi; Agus Ismail Hasan; Mary Ann Lundteigen,3,Muhammad Hilmi; Agus Ismail Hasan; Mary Ann Lundteigen,OTHER
10313927,Sensor Attack Detection and Size Estimation in Cyber-Physical Mobile Systems,2026,Academic article,IEEE Transactions on Industrial Cyber-Physical Systems,https://doi.org/10.1109/ticps.2025.3641919,"Regulering, MPC og estimering; Digital tvilling, produksjon og industri 4.0",Muhammad Hilmi; Ivan Adi Kuncara; Augie Widyotriatmo; Agus Ismail Hasan,4,Muhammad Hilmi; Agus Ismail Hasan,
10438710,Deep Reinforcement Learning for Ship Dynamic Positioning: A Live Explainable AI Approach on an Autonomous Ferry Prototype,2026,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3683312,"Marin autonomi og fartøy; Læringsbasert kontroll og RL; Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Alexander Sandberg; Miguel Angel Hinostroza Munöz; Anastasios Lekkas,3,Miguel Angel Hinostroza Munöz; Anastasios Lekkas,
10454033,Design and experimental evaluation of energy-optimal control of air handling units,2026,Academic article,Control Engineering Practice,https://doi.org/10.1016/j.conengprac.2026.107072,"Regulering, MPC og estimering",Faiq Ghawash; Brad Schofield; Morten Hovd; Lasse Bækdal Ahrendsen,4,Morten Hovd,
10483411,Active Bird Collision Avoidance with Wind Turbines Using LPV Control,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1109/iccad69956.2026.11643194,"Energi, prosess og kraft",William Jussiau; Paula Bastos Garcia Rosa; Lars Imsland,3,Lars Struen Imsland,NFR
10482771,Feasibility of active bird collision avoidance by wind turbine control,2026,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/3224/5/052015,"Energi, prosess og kraft",Paula Bastos Garcia Rosa; William Jussiau; Valentin Bruno Chabaud; Lars Imsland,4,Lars Struen Imsland,NFR; NFR
10415009,Distributed MPC for autonomous ships on inland waterways with collaborative collision avoidance,2026,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2026.124802,"Regulering, MPC og estimering",Hoang Anh Tran; Tor Arne Johansen; Rudy R. Negenborn,3,Hoang Anh Tran; Tor Arne Johansen,EC/H2020
10479771,Hyperspectral Imaging of Seagrass and Macroalgae Using Uncrewed Aerial and Surface Vehicles for Coastal Habitat Mapping,2026,Academic article,Remote Sensing,https://doi.org/10.3390/rs18142361,"Droner og luftfartøy; Datasyn; Navigasjon, SLAM og sensorfusjon",Malin Bø Nevstad; Torkild Bakken; Håvard Snefjellå Løvås; Kasper Hancke; Tor Arne Johansen; Geir Johnsen,6,Tor Arne Johansen,NFR; EI; NFR
10429411,Intention-aware prediction for collaborative collision avoidance in manned-unmanned mixed maritime traffic,2026,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2026.125131,Marin autonomi og fartøy,Dhanika Mahipala; Hoang Anh Tran; Rana Saha; Tor Arne Johansen,4,Hoang Anh Tran; Tor Arne Johansen,EC/H2020
10490400,Prediction of ship trajectories for collision avoidance with a transformer-based cross-ship attention model,2026,Academic article,IFAC-PapersOnLine,https://hdl.handle.net/11250/5565389,Marin autonomi og fartøy; Maskinlæring og dyp læring,Nils Petter Alfsen; Aleksander Vladimirovitsj Veksler; Børge Rokseth; Tor Arne Johansen,4,Tor Arne Johansen; Børge Rokseth,NFR
10462092,Multi-Step Finite Control Set-Model Predictive Control for Pulse-Skipping Operation in Inductive Power Transfer Systems with Constant Voltage Load,2026,Academic chapter/article/Conference paper,,https://doi.org/10.23919/ipec-nagasaki2026-ec64663.2026.11597249,"Regulering, MPC og estimering",Zeinab Karami Hassan Abadi; Giuseppe Guidi; Jon Are Wold Suul,3,Zeinab Karami Hassan Abadi; Jon Are Wold Suul,NFR; NFR
10482883,Realistic Multi-Step Counterfactual Explanations for Learning-Based 2D LiDAR Robot Control,2026,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3715401,Datasyn,Sindre Benjamin Remman; Anastasios Lekkas,2,Sindre Benjamin Remman; Anastasios Lekkas,
10451542,Unveiling the limitations of transformer models in time series forecasting | Progress in Artificial Intelligence | Springer Nature Link,2026,Academic article,Progress in Artificial Intelligence,https://doi.org/10.1007/s13748-026-00450-y,Maskinlæring og dyp læring,Alberto Mino Calero; Adil Rasheed; Anastasios M. Lekkas,3,Alberto Mino Calero; Anastasios Lekkas; Adil Rasheed,NFR
10461681,Beyond Component Failures: A System-Theoretic Hazard Identification for AI-Enabled Systems,2026,Academic chapter/article/Conference paper,,https://doi.org/https://cmsweb.com.sg/rps2prod/esrel2026/epro/pdf/esrel26-p26253.pdf,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Niclas Flehmig; Mary Ann Lundteigen; Shen Yin,3,Shen Yin; Mary Ann Lundteigen,OTHER
10451547,Enhancing Physics-Informed Neural Networks with domain-aware Fourier features: Towards improved performance and interpretable results,2026,Academic article,Computers & structures,https://doi.org/10.1016/j.compstruc.2026.108306,Maskinlæring og dyp læring,Alberto Miño Calero; Luis Salamanca; Konstantinos E. Tatsis,3,Alberto Mino Calero,NFR
10428718,Low-Frequency Oscillation Mechanism and Mitigation in Grid-Forming Inverters With Voltage Controller Effects,2026,Academic article,IEEE transactions on industry applications,https://doi.org/10.1109/TIA.2025.3601108,"Regulering, MPC og estimering",Yi Xiao; Hao Luo; Yongheng Yang; Hao Ruan; Maria Marta Molinas Cabrera; Frede Blaabjerg,7,Maria Marta Molinas Cabrera,
10439973,"Agentic and LLM-Based Multimodal Anomaly Detection: Architectures, Challenges, and Prospects",2026,Academic literature review,Sensors,https://doi.org/10.3390/s26082330,Maskinlæring og dyp læring,Mohammed Ayalew Belay; Amirshayan Haghipour; Adil Rasheed; Pierluigi Salvo Rossi,4,Mohammed Ayalew Belay; Pierluigi Salvo Rossi; Adil Rasheed,
10428993,Flow pattern prediction of gas/liquid two-phase flow over wide range of liquid viscosity and inclination angle using machine learning,2026,Academic article,Chemical engineering research & design,https://doi.org/10.1016/j.cherd.2026.01.034,Maskinlæring og dyp læring,Mohammad Ghasemi; Eissa Al-Safran; Adil Rasheed,3,Adil Rasheed,
10449156,Machine Learning Based Wind and Turbulence Prediction at Urban-Scale for Drone Operations | Springer Nature Link,2026,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-032-15134-6_20,Droner og luftfartøy; Maskinlæring og dyp læring,Mandar Vasudeo Tabib; Adil Rasheed,2,Adil Rasheed,EC/HEU; NFR
10428765,Predictive maintenance scheduling of recoverable stochastic hybrid systems under degradation and shocks: A case study of an offshore wind farm,2026,Academic article,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2026.112545,"Marin autonomi og fartøy; Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko; Energi, prosess og kraft",Wanwan Zhang; Jørn Vatn; Adil Rasheed; Mingxin Li; Yiliu Liu,5,Jørn Vatn; Yiliu Liu; Adil Rasheed,
10457035,Demonstrating a Model-Based Systems Engineering Approach for the Approval of Maritime Autonomous Surface Ships Operation: The Autonomous Mooring System Use Case,2026,Academic chapter/article/Conference paper,,https://doi.org/https://cmsweb.com.sg/rps2prod/esrel2026/epro/pdf/esrel26-p26466.pdf,Marin autonomi og fartøy,Mir Md Ashfaque Sumon; Lars Andreas Lien Wennersberg; Claudia Hessen; Fran Thom; Ingrid Bouwer Utne; Børge Rokseth,6,Mir Md Ashfaque Sumon; Ingrid Bouwer Utne; Børge Rokseth,EC/HEU
10439048,Lyapunov Equation and Integral Sliding Mode-Based Robust Stabilization of a Periodic Trajectory for a Three-Link Planar Biped Robot,2026,Academic article,Russian Journal of Nonlinear Dynamics,https://doi.org/10.20537/nd260314,"Manipulasjon og industrirobotikk; Regulering, MPC og estimering",Konstantin K. Koziura; Leonid B. Freidovich; Sergei V. Gusev; Anton Shiriaev; Leonid M. Fridman,5,Anton Shiriaev,
10489271,Situation Awareness by Design: Consensus-Based Interface Design for Maritime Teleoperation,2026,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/3299/1/012010,Marin autonomi og fartøy; Menneske–robot-interaksjon,Alexey Gusev; Heitor Costa; Erik Aleksander Veitch; Karl Philip Abrahamsen; Andreas Gudahl Tufte; Felix-Marcel Petermann,7,Erik Aleksander Veitch; Felix-Marcel Petermann; Alexey Gusev; Andreas Gudahl Tufte; Ole Andreas Alsos,NFR
10429176,"Data-driven state of health estimation of lithium-ion batteries: Impact of voltage, time, and derivative features",2026,Academic article,International Journal of Electrochemical Science,https://doi.org/10.1016/j.ijoes.2026.101372,"Regulering, MPC og estimering; Maskinlæring og dyp læring; Medisinsk AI og robotikk; Energi, prosess og kraft",Mahshid Nejati Amiri; Lena Spitthoff; Damiano Varagnolo; Odne Burheim; Jacob Joseph Lamb,5,Damiano Varagnolo; Mahshid Nejati Amiri; Odne Stokke Burheim; Jacob Joseph Lamb,
10428211,Building-PROFet: A scalable data-driven modelling approach for estimating heat and electricity load profiles of buildings,2026,Academic article,Energy,https://doi.org/10.1016/j.energy.2026.140814,Maskinlæring og dyp læring,Justinas Smertinas; Harald Taxt Walnum; Bjørn Ludvigsen; Åse Lekang Sørensen; Igor Sartori; Henrik Madsen,6,Harald Taxt Walnum,NFR; NFR
10442982,Segmentation-Free Goodness of Pronunciation,2026,Academic article,"IEEE Transactions on Audio, Speech and Language Processing",https://doi.org/10.1109/taslpro.2026.3654852,,Xinwei Cao; Zijian Fan; Torbjørn Svendsen; Giampiero Salvi,4,Giampiero Salvi; Xinwei Cao; Torbjørn Karl Svendsen,NFR
10429676,A Lightweight and Explainable AI Framework Toward Automated Infraocclusion Detection in Pediatric Panoramic Radiographs,2026,Academic article,Diagnostics (Basel),https://doi.org/10.3390/diagnostics16060866,"Maskinlæring og dyp læring; Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko",Zeliha Hatipoglu Palaz; Ecem Elif Cege; Bamoye Maiga; Yaser Dalveren; Gonca Gokce Menekse Dalveren; Ali Kara,8,Mohammad Derawi,
10431558,From Simulation to Clinical Translation: A Deep Learning Framework for Pancreatic Tumor Segmentation with GUI Integration,2026,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3665109,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Mehmet Zahid Genc; Yaser Dalveren; Gonca Gokce Menekse Dalveren; Ali Kara; Mohammad Derawi; Jan Kubicek,7,Mohammad Derawi,
10429834,Reducing Information Asymmetry in Software Product Management: An LLM-Based Reverse Engineering Framework,2026,Academic article,Applied Sciences,https://doi.org/10.3390/app16062801,Maskinlæring og dyp læring,Emre Surk; Gonca Gokce Menekse Dalveren; Mohammad Derawi,3,Mohammad Derawi,
10287882,Noise-robust and resource-efficient ADMM-based federated learning for WLS regression,2026,Academic article,Signal Processing,https://doi.org/10.1016/j.sigpro.2025.110387,Maskinlæring og dyp læring,Ehsan Lari; Reza Arablouei; Vinay Chakravarthi Gogineni; Stefan Werner,4,Ehsan Lari; Stefan Werner,NFR
10422785,Controlled Laboratory Evaluation of the Evolving GNSS RFI Threat Space,2026,Academic article,"IET Radar, Sonar & Navigation",https://doi.org/10.1049/rsn2.70136,"Navigasjon, SLAM og sensorfusjon",Aiden J. Morrison; Nadezda Sokolova; A. Winter,3,Aiden James Morrison,NFR; EC/HEU
10423298,Sensor Fault Detection and Isolation via Dilated Convolutional Neural Networks,2026,Academic article,IEEE Sensors Journal,https://doi.org/10.1109/JSEN.2026.3677105,"Datasyn; Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Amirshayan Haghipour; Gianluca Tabella; Pierluigi Salvo Rossi,3,Pierluigi Salvo Rossi,NFR
10458222,Spatially-Constrained Unsupervised Anomaly Detection,2026,Academic article,IEEE Transactions on Signal and Information Processing over Networks,https://doi.org/10.1109/TSIPN.2026.3703223,Maskinlæring og dyp læring,Vitor Rosa Meireles Elias; John Dehls; Pierluigi Salvo Rossi,3,Pierluigi Salvo Rossi,
10480027,SA-PEF: Step-Ahead Partial Error Feedback for Efficient Federated Learning,2026,Academic article,Transactions on Machine Learning Research (TMLR),https://doi.org/https://openreview.net/forum?id=ejnVWfknCm,Maskinlæring og dyp læring,Dawit Kiros Redie; Reza Arablouei; Stefan Werner,3,Stefan Werner,NFR
10483254,Distributed uncertainty-aware multi-agent-inspired learning for wind power forecasting,2026,Academic article,Energy and AI,https://doi.org/10.1016/j.egyai.2026.100857,Maskinlæring og dyp læring,Ege Kandemir; Agus Ismail Hasan; Trond Kvamsdal; Saleh Abdel-Afou Alaliyat,4,Ege Kandemir; Agus Ismail Hasan; Trond Kvamsdal; Saleh Abdel-Afou Alaliyat,
10494142,Explainable deep learning with Shapley additive explanations for multivariate wind power forecasting,2026,Academic article,Energy Conversion and Management: X,https://doi.org/10.1016/j.ecmx.2026.101901,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Ege Kandemir; Dilip K. Prasad; Agus Ismail Hasan; Trond Kvamsdal; Saleh Abdel-Afou Alaliyat,5,Ege Kandemir; Agus Ismail Hasan; Trond Kvamsdal; Saleh Abdel-Afou Alaliyat,
10482620,Explainable uncertainty quantification in probabilistic wind power forecasting,2026,Academic article,Machine Learning with Applications (MLWA),https://doi.org/10.1016/j.mlwa.2026.100957,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Ege Kandemir; Trond Kvamsdal; Agus Ismail Hasan; Saleh Abdel-Afou Alaliyat,4,Ege Kandemir; Agus Ismail Hasan; Trond Kvamsdal; Saleh Abdel-Afou Alaliyat,
10329457,An Informative Planning Framework for Target Tracking and Active Mapping in Dynamic Environments With ASVs,2026,Academic article,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2026.3653335,"Navigasjon, SLAM og sensorfusjon; Digital tvilling, produksjon og industri 4.0",Sanjeev Kumar Ramkumar Sudha; Marija Popović; Erlend Magnus Lervik Coates,3,Sanjeev Kumar Ramkumar Sudha; Erlend Magnus Lervik Coates,
10429684,PULSE: an algorithm for multi-agent centralised high-density maritime traffic management based on guidance games,2026,Academic article,Journal of Marine Science and Technology,https://doi.org/10.1007/s00773-026-01110-5,"Marin autonomi og fartøy; Regulering, MPC og estimering",Luka Grgicevic; Erlend Magnus Lervik Coates,2,Luka Grgicevic; Erlend Magnus Lervik Coates,NFR
10309024,A conceptual modelling for predicting human error during voyage planning emergency management in maritime: Heart and improved Z-number,2026,Academic article,Safety Science,https://doi.org/10.1016/j.ssci.2025.107088,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Ferdi Cinar; Seher Suendam Arici; Yunus Emre Senol; Emre Akyuz; Agus Ismail Hasan,5,Agus Ismail Hasan,
